1	
1	
2	Wins_3
1	
1	Country_3
2	Family_3
1	Best_4
1	Canada_3
1	Totally_3
2	
2	
2	New_3
2	Long_1
1	
1	Canada_3
2	New_3
1	
1	
1	
2	
1	
1	
1	
1	Real_3
2	Warm_3,Weekend_3
1	
1	Rising_3
1	
1	
1	
1	
1	
1	
1	
1	From_1
1	
1	Rises_3
2	
1	
1	
1	
2	
1	
1	
1	
1	
1	
1	
2	
1	
1	Dumb_1
1	
1	Kids_3
1	
1	
1	
1	Looks_3
1	
2	
2	
1	
2	First_3
1	
2	First_3
1	
1	
1	
1	
1	Cool_3
1	
1	
1	
2	Wins_3
1	
1	
1	
1	Makes_3,Super_3
1	
1	Rises_3
1	
1	New_3
1	
1	
1	
1	
2	
1	
1	
1	
1	
1	Drop_3
1	
1	
1	
3	
1	First_3
1	
2	
2	
2	First_3
1	
1	Up_3
1	
1	
1	
1	
1	
1	
1	
1	
1	Home_3
1	Traffic_3
2	
2	Beijing_3
1	Care_3
1	
1	
1	Leave_1
2	
2	
1	
2	
1	
1	
1	Spain_3
1	
1	
1	
1	New_3
2	Death_1
2	
1	New_3
1	
1	
1	Eyes_3
1	
1	
2	
1	
1	
1	
1	Old_1,New_3
1	Up_3
1	New_3
2	Home_3
1	
1	
1	
1	
1	
1	
1	
1	
1	
1	
1	
2	
2	Death_1
1	New_3
1	
1	
1	
1	
2	
1	Rises_3
1	
1	
1	
1	
1	Best_4
1	
1	
1	
2	From_1
3	Great_4,Life_3
2	
1	
1	
1	Focus_3
2	Traffic_3
1	First_3
1	
2	New_3
1	
1	
1	
1	
2	Favor_3
1	Wins_3
1	
1	
1	
1	From_1
1	
1	
1	
1	
1	
2	
2	
2	New_3,Best_4,New_3
1	Home_3
1	
1	
1	Drop_3
1	
1	
1	
2	
1	
2	Wins_3,From_1,Worth_3
1	
1	
1	
1	
1	
1	Poor_1,Americans_3,Abandon_1
1	
1	First_3
1	
2	Real_3
1	Kids_3
1	
1	
1	
1	
1	Kids_3
1	Traffic_3
1	
1	
1	
1	
1	Drop_3
1	
2	
1	Further_3
1	
1	
1	
2	
2	Rising_3
2	Canada_3
1	
1	
1	Traffic_3
1	
1	
2	
1	
1	
1	
1	
2	
1	
1	New_3,Sluggish_1
1	
1	
1	
1	
1	New_3,Cruise_3
1	
1	
1	Reaches_1
1	
1	
2	Drop_3
1	
1	Real_3
1	
1	
1	
1	Sports_3
1	
2	
2	Full_3
2	
1	
2	Traffic_3
1	
1	Forced_1
1	
1	
1	
1	
1	
2	
1	
1	
2	
1	
1	Up_3
2	Canada_3
1	
1	First_3
1	Up_3
1	
1	
1	Weekend_3
1	
1	
1	
1	
1	
1	
1	Wins_3
1	Reaches_1
1	Rises_3
2	Rises_3,First_3
2	
1	
1	
1	
1	
1	
1	
1	
1	
1	
1	Up_3
2	
1	
1	
1	
2	Focus_3,From_1
1	TV_3
2	Best_4
1	Drop_3,From_1
2	Good_3
1	
1	Real_3
1	
1	
1	
2	Rises_3
1	
1	
1	New_3
1	
1	Dream_3
