Date,Open,High,Low,Close,Volume,Adj Close,predict_news_word,predict_twitter_word,bias_news_word,bias_twitter_word
2015-09-18,135.75,137.690002,134.399994,136.089996,7302700,135.253731,-2.159,-1.528,0.081547,-1.091538
2015-09-17,137.360001,139.910004,136.940002,137.449997,3405600,136.605375,2.591,-0.15,0.264075,-1.68834
2015-09-16,136.259995,137.429993,136.009995,137.199997,2505000,136.356911,1.264,2.361,0.253191,-0.680567
2015-09-15,134.520004,137.00,134.520004,136.300003,3761800,135.462448,-0.522,2.026,0.193307,-0.64902
2015-09-14,134.720001,135.130005,133.729996,134.429993,2389600,133.603928,0.848,0.225,0.501317,-0.819202
2015-09-11,133.160004,134.860001,132.889999,134.669998,2628200,133.842459,,1.746,,-0.938416
2015-09-10,132.339996,134.570007,132.270004,133.550003,2932200,132.729346,2.488,0.881,0.372581,-0.711571
2015-09-09,135.589996,136.25,132.210007,132.649994,4713900,131.834868,2.344,-0.254,0.44832,-0.6653
2015-09-08,132.270004,133.990005,132.00,133.820007,3505800,132.997691,,0.382,,-0.582145
2015-09-04,129.550003,130.490005,128.660004,129.759995,3746700,128.962627,-0.167,-0.847,0.248002,-0.715768
2015-09-03,132.309998,132.350006,130.479996,131.020004,3379500,130.214894,2.04,1.398,0.422027,-0.549786
2015-09-02,128.710007,130.669998,127.739998,130.630005,4809300,129.827291,,0.332,,-0.627883
2015-09-01,128.160004,128.990005,126.940002,127.440002,5772700,126.656891,,-2.58,,2.386801
2015-08-31,132.369995,132.699997,130.389999,130.679993,4231700,129.876972,,-1.462,,-0.698476
2015-08-28,131.429993,133.720001,130.860001,133.240005,4508800,132.421254,2.871,,0.545916,
2015-08-27,131.080002,132.360001,129.460007,131.869995,5754600,131.059662,,0.053,,-0.663831
2015-08-26,129.339996,129.759995,125.230003,129.339996,6428400,128.54521,1.644,0.725,0.305651,-0.655432
2015-08-25,130.00,130.720001,125.43,125.489998,7159100,124.718869,-1.684,-0.575,0.164768,-0.620913
2015-08-24,123.639999,135.50,115.139999,127.190002,9425800,126.408427,,-2.984,,-1.000669
2015-08-21,134.880005,135.089996,131.460007,131.710007,7957600,130.900657,,-0.977,,-0.530878
2015-08-20,141.619995,141.899994,136.899994,137.020004,6601400,136.178024,,-1.051,,-0.814123
2015-08-19,143.419998,144.479996,142.320007,142.720001,2967700,141.842995,,1.082,,-0.94181
2015-08-18,144.389999,145.210007,143.820007,144.600006,1955500,143.711448,1.498,3.143,0.275638,-2.602842
2015-08-17,144.600006,144.860001,142.929993,144.440002,3746000,143.552427,,2.587,,-0.69163
2015-08-14,144.610001,145.470001,143.759995,145.089996,2927100,144.198427,,-0.886,,-0.876301
2015-08-13,142.029999,145.449997,141.529999,144.809998,5129500,143.920149,2.473,1.341,0.58227,-0.716593
2015-08-12,142.550003,143.009995,139.860001,142.429993,4355800,141.554769,,0.512,,-0.734812
2015-08-11,144.139999,144.929993,143.279999,144.050003,2816700,143.164824,-1.883,1.784,0.250779,-0.730618
2015-08-10,143.789993,146.770004,143.779999,145.860001,3432600,144.9637,-1.289,1.373,0.250232,-0.664108
2015-08-07,143.220001,143.839996,141.699997,142.419998,2953200,141.544836,,,,
2015-08-06,144.699997,145.25,143.419998,143.820007,2457000,142.936242,,,,
2015-08-05,143.899994,145.600006,143.770004,144.949997,2926100,144.059288,-0.952,,0.506541,
2015-08-04,143.550003,144.869995,143.039993,143.539993,1973000,141.753548,,,,
2015-08-03,144.440002,144.75,142.589996,143.690002,3088000,141.90169,,15.272,,-1.050425
2015-07-31,143.759995,144.919998,143.289993,144.169998,3163500,142.375712,1.231,2.437,0.267891,-0.550072
2015-07-30,143.350006,143.919998,142.210007,143.009995,2644000,141.230145,2.749,0.896,0.594279,-0.685119
2015-07-29,142.479996,144.610001,142.369995,144.139999,3260400,142.346086,-2.206,1.941,0.194205,-1.099884
2015-07-28,141.610001,142.169998,139.509995,141.809998,4138200,140.045083,2.677,1.088,0.465576,-0.541966
2015-07-27,143.220001,143.350006,140.800003,141.029999,3532100,139.274792,,,,
2015-07-24,145.809998,146.470001,143.979996,144.059998,2455000,142.26708,,-0.013,,-0.512537
2015-07-23,147.00,147.949997,145.789993,146.110001,4116000,144.29157,-0.231,2.308,0.264962,-0.84473
2015-07-22,148.899994,149.179993,145.110001,146.470001,6238400,144.64709,5.027,0.848,0.599604,-0.666359
2015-07-21,146.589996,146.589996,144.220001,145.00,4452600,143.195384,-2.417,-1.376,0.139882,-1.754378
2015-07-20,147.110001,147.199997,145.910004,146.720001,3016100,144.893979,-3.14,-0.536,0.122186,-0.592469
2015-07-17,147.25,147.440002,146.020004,146.839996,3127100,145.01248,,-0.929,,-0.735873
2015-07-16,147.789993,148.800003,147.770004,148.490005,2509600,146.641954,1.259,1.313,0.303679,-0.618355
2015-07-15,147.75,147.75,146.479996,146.889999,2653900,145.061861,1.64,-2.258,0.5249,-0.850242
2015-07-14,146.759995,148.300003,146.449997,147.75,3388800,145.911158,,-1.203,,-1.541033
2015-07-13,145.960007,146.75,145.600006,146.619995,2194200,144.795217,,-1.092,,-0.607524
2015-07-10,144.139999,145.190002,143.869995,144.479996,2192100,142.681851,,2.14,,-0.463783
2015-07-09,143.889999,144.199997,142.729996,142.800003,2486800,141.022767,-0.598,0.017,0.325054,4.150506
2015-07-08,142.50,143.149994,141.520004,141.919998,3386500,140.153715,,0.399,,-0.750273
2015-07-07,140.800003,143.440002,140.139999,143.149994,3712000,141.368402,-3.061,0.034,0.24753,-0.703822
2015-07-06,139.020004,140.729996,139.00,140.520004,2093400,138.771144,,-5.1,,-0.744633
2015-07-02,141.289993,141.520004,139.880005,140.210007,2116500,138.465005,3.876,0.027,0.577892,-0.693591
2015-07-01,140.479996,141.139999,140.020004,140.729996,3260900,138.978522,0.096,0.943,0.24496,-0.931656
2015-06-30,140.059998,140.059998,138.440002,138.720001,3434800,136.993544,,0.845,,-0.647025
2015-06-29,140.960007,141.320007,138.580002,138.729996,3755500,137.003414,,-2.755,,-2.083478
2015-06-26,143.029999,143.039993,141.889999,142.479996,3153300,140.706743,,-0.66,,-0.734629
2015-06-25,143.270004,143.759995,142.339996,142.449997,2153800,140.677117,-2.016,0.402,0.113305,-0.692661
2015-06-24,143.759995,144.800003,142.509995,143.00,3989100,141.220275,-1.797,2.401,0.211442,-0.708123
2015-06-23,146.330002,146.449997,143.800003,144.429993,2864400,142.632471,,0.252,,-0.570724
2015-06-22,146.070007,146.210007,145.089996,145.699997,2086100,143.886669,,4.206,,-0.733679
2015-06-19,145.190002,146.100006,144.949997,145.130005,4837300,143.323771,0.14,0.832,0.281475,-0.703048
2015-06-18,143.910004,146.529999,143.910004,145.380005,3728900,143.570659,0.163,1.232,0.240099,-0.359065
2015-06-17,142.869995,144.00,141.899994,143.429993,2775400,141.644916,-1.472,,0.252574,
2015-06-16,141.419998,143.580002,141.419998,142.339996,2450600,140.568486,0.76,,0.316109,
2015-06-15,142.039993,142.589996,141.279999,142.289993,2631400,140.519105,1.306,-0.819,0.264342,-0.336189
2015-06-12,142.619995,142.860001,141.089996,142.800003,2395200,141.022767,-0.579,2.885,0.2615,-0.420264
2015-06-11,142.009995,143.979996,141.75,142.960007,2924500,141.18078,,0.284,,-0.663667
2015-06-10,140.679993,142.600006,140.289993,141.619995,2784400,139.857445,-1.676,-0.273,0.257028,-2.529145
2015-06-09,140.50,140.990005,139.899994,140.100006,2647600,138.356373,-0.942,-0.147,0.280209,-0.637576
2015-06-08,140.240005,141.350006,140.199997,140.639999,2756600,138.889646,,,,
2015-06-05,141.039993,141.369995,140.050003,140.729996,3215600,138.978522,,1.261,,-0.066011
2015-06-04,143.220001,143.229996,140.949997,141.190002,3239500,139.432804,,2.533,,-1.747943
2015-06-03,143.779999,145.059998,142.889999,143.809998,3755800,142.020192,-5.055,3.028,0.081824,-0.639975
2015-06-02,141.440002,144.460007,140.630005,143.25,4986500,141.467164,4.525,1.627,0.330849,-1.131785
2015-06-01,141.449997,142.050003,140.270004,141.25,3897000,139.492055,,1.839,,-0.558924
2015-05-29,142.259995,142.259995,140.320007,140.520004,6199200,138.771144,0.734,1.316,0.325596,-0.653447
2015-05-28,142.509995,145.289993,141.580002,142.330002,3103200,140.558615,2.422,0.339,0.291002,0.375624
2015-05-27,143.419998,143.75,142.580002,143.00,2837100,141.220275,,-2.77,,-0.720576
2015-05-26,144.339996,144.429993,142.160004,142.800003,3476800,141.022767,,0.526,,-0.182478
2015-05-22,147.259995,147.270004,144.800003,144.809998,3878000,143.007746,-2.829,0.106,0.109249,-0.721105
2015-05-21,146.559998,147.710007,146.100006,147.350006,2676400,145.516143,,0.556,,-0.723285
2015-05-20,147.139999,147.339996,146.100006,146.419998,2104000,144.597709,-2.286,0.234,0.227089,-0.68993
2015-05-19,147.179993,147.770004,146.729996,147.050003,2366400,145.219873,,-0.118,,-0.788173
2015-05-18,146.880005,147.240005,146.300003,146.710007,2153200,144.884108,,0.473,,-0.899376
2015-05-15,148.050003,148.300003,146.339996,146.880005,3368900,145.051991,,1.238,,-0.705114
2015-05-14,146.880005,148.25,146.649994,147.960007,3495800,146.118551,2.266,0.504,0.504126,-0.604626
2015-05-13,145.410004,146.529999,145.100006,145.619995,2679400,143.807663,-2.03,3.931,0.168947,-0.41125
2015-05-12,144.940002,146.080002,144.009995,145.429993,3543900,143.620025,,1.182,,-0.349779
2015-05-11,145.550003,146.789993,145.130005,145.889999,3969000,144.074307,,0.539,,-0.739362
2015-05-08,143.00,145.940002,142.979996,145.460007,7068000,143.649665,-0.096,1.426,0.492057,1.347512
2015-05-07,140.559998,142.179993,140.479996,141.490005,4868700,139.729073,,2.778,,-1.955079
2015-05-06,143.009995,143.149994,140.429993,141.039993,5313500,139.284662,,-0.48,,-0.728304
2015-05-05,143.759995,144.699997,142.270004,142.910004,3670400,140.232722,2.778,0.301,0.360199,-0.629453
2015-05-04,143.850006,144.789993,143.179993,144.020004,8977500,141.321928,,0.572,,-0.20237
2015-05-01,144.410004,145.070007,143.839996,144.669998,3556800,141.959745,,0.423,,-0.738196
2015-04-30,145.25,145.940002,142.75,143.339996,4925300,140.654659,,-0.116,,-0.658102
2015-04-29,147.070007,147.460007,145.899994,146.149994,4761700,143.412014,,-0.543,,0.376344
2015-04-28,147.899994,148.369995,146.009995,147.509995,4352900,144.746537,,5.884,,-0.58373
2015-04-27,148.589996,149.00,147.710007,147.800003,4603500,145.031112,,-1.807,,-0.812572
2015-04-24,149.539993,149.860001,148.020004,148.399994,4889200,145.619863,-2.073,1.7,0.214626,-0.311608
2015-04-23,150.830002,150.830002,149.729996,149.869995,4080800,147.062325,-0.336,1.9,0.291872,-1.447533
2015-04-22,152.360001,153.00,148.850006,151.190002,8468900,148.357603,,1.19,,-0.727512
2015-04-21,153.509995,154.089996,152.00,153.330002,3772900,150.457512,,0.757,,-0.686328
2015-04-20,151.059998,153.550003,151.009995,152.669998,3169100,149.809873,,0.33,,-1.046739
2015-04-17,150.880005,151.429993,149.440002,149.600006,4671600,146.797394,,1.044,,-0.611875
2015-04-16,151.660004,152.529999,151.050003,151.970001,2559900,149.122989,,2.948,,1.819197
2015-04-15,154.369995,154.369995,152.210007,152.429993,3687400,149.574363,,-1.913,,-0.954016
2015-04-14,152.929993,153.539993,151.589996,153.210007,2845800,150.339765,,0.756,,-0.84022
2015-04-13,153.789993,155.50,152.960007,153.240005,3034000,150.369201,,1.676,,-0.980834
2015-04-10,153.550003,154.960007,153.25,154.380005,3183000,151.487844,,,,
2015-04-09,152.619995,153.669998,151.630005,153.419998,3966800,150.545822,,,,
2015-04-08,152.190002,153.50,152.190002,153.360001,2763400,150.486949,-1.447,,0.333422,
2015-04-07,151.270004,153.50,151.139999,152.320007,4299500,149.466439,2.071,,0.280595,
2015-04-06,148.149994,151.449997,148.00,150.929993,3371500,148.102464,,,,
2015-04-02,149.139999,150.50,148.309998,149.279999,2934200,146.483382,0.071,,0.366928,
2015-04-01,149.970001,150.020004,146.820007,148.639999,4167600,145.855372,,,,
2015-03-31,152.229996,152.25,149.940002,150.080002,2975600,147.268397,,,,
2015-03-30,150.080002,153.169998,149.979996,152.699997,3738700,149.839309,,,,
2015-03-27,148.589996,149.309998,147.490005,148.850006,2600300,146.061444,3.276,,0.383052,
2015-03-26,147.830002,148.850006,145.960007,148.169998,3627400,145.394176,-1.677,,0.140053,
2015-03-25,151.399994,152.039993,148.130005,148.229996,3747900,145.453049,,,,
2015-03-24,151.960007,152.619995,151.350006,151.649994,3319300,148.808977,,,,
2015-03-23,154.979996,154.979996,152.809998,152.809998,3029700,149.947249,3.773,,0.632702,
2015-03-20,155.039993,155.490005,154.479996,154.50,4464300,151.605591,,,,
2015-03-19,154.910004,155.330002,153.660004,154.110001,2539000,151.222898,,,,
2015-03-18,154.039993,155.990005,152.110001,155.729996,4053600,152.812544,,,,
2015-03-17,152.880005,155.00,152.729996,154.509995,2927200,151.615398,1.936,,0.610023,
2015-03-16,152.389999,154.190002,152.270004,153.669998,2742900,150.791139,,,,
2015-03-13,151.889999,152.389999,149.789993,151.570007,3569600,148.730489,,,,
2015-03-12,151.279999,152.919998,151.279999,152.039993,2965100,149.19167,-4.007,,0.128828,
2015-03-11,152.509995,152.690002,151.169998,151.169998,3395400,148.337974,0.17,,0.243847,
2015-03-10,153.300003,154.130005,152.419998,152.419998,3839600,149.564556,-1.213,,0.098812,
2015-03-09,153.300003,155.610001,153.149994,154.75,3433000,151.850908,-1.457,,0.209195,
2015-03-06,153.919998,155.029999,152.809998,153.119995,3556200,150.251439,-0.727,,0.231649,
2015-03-05,154.860001,155.979996,154.309998,154.470001,3327200,151.576154,,,,
2015-03-04,154.619995,155.220001,154.00,154.350006,4476200,151.458407,-1.192,,0.251457,
2015-03-03,154.710007,156.910004,154.169998,155.570007,8656600,152.655553,,,,
2015-03-02,150.850006,154.149994,150.75,153.800003,4622800,150.918708,,,,
2015-02-27,151.00,151.889999,150.449997,150.850006,4330700,148.023976,,,,
2015-02-26,152.309998,152.380005,150.809998,151.729996,5149300,148.88748,5.212,,0.564967,
2015-02-25,154.309998,154.740005,152.139999,153.009995,4800500,150.143499,-3.451,,0.266228,
2015-02-24,153.50,154.779999,153.210007,154.380005,4391700,151.487844,0.341,,0.37142,
2015-02-23,155.00,155.919998,153.360001,154.740005,8653700,151.8411,,,,
2015-02-20,153.800003,158.830002,153.800003,158.309998,9366000,155.344212,,,,
2015-02-19,151.050003,154.240005,151.00,153.75,4384000,150.869642,-0.287,,0.259152,
2015-02-18,149.699997,151.619995,149.369995,151.169998,3722100,148.337974,0.609,,0.097384,
2015-02-17,148.720001,149.960007,148.520004,149.919998,3622400,147.111391,,,,
2015-02-13,147.979996,149.839996,147.639999,149.729996,3418600,146.924948,,,,
2015-02-12,148.259995,148.570007,147.679993,148.089996,2998900,145.315673,1.213,,0.309028,
2015-02-11,147.509995,148.380005,147.089996,147.919998,3272700,145.148859,0.435,,0.577316,
2015-02-10,148.199997,148.710007,147.50,148.039993,4034900,144.373657,,,,
2015-02-09,146.160004,148.160004,145.630005,147.580002,4202900,143.925058,,,,
2015-02-06,148.619995,148.889999,147.699997,148.00,4374100,144.334654,-0.086,,0.435146,
2015-02-05,147.259995,148.869995,146.460007,148.600006,4252600,144.919801,-3.481,,0.262724,
2015-02-04,145.970001,148.389999,145.929993,147.220001,4766200,143.573973,,,,
2015-02-03,146.369995,148.00,146.179993,147.339996,5978200,143.690996,,,,
2015-02-02,143.720001,146.589996,143.050003,146.259995,6790900,142.637742,,,,
2015-01-30,146.220001,146.850006,144.369995,145.369995,11271100,141.769784,-2.25,,0.233263,
2015-01-29,139.690002,148.25,139.630005,147.779999,15161700,144.120102,-1.116,,0.216455,
2015-01-28,136.300003,141.889999,135.919998,139.639999,14355100,136.181696,,,,
2015-01-27,132.399994,132.990005,130.740005,132.479996,5243900,129.199016,,,,
2015-01-26,135.00,135.25,133.529999,134.070007,3900500,130.74965,,,,
2015-01-23,135.570007,135.779999,134.600006,134.619995,3828300,131.286017,,,,
2015-01-22,133.380005,136.210007,133.050003,135.639999,4971300,132.28076,-0.301,,0.129439,
2015-01-21,130.869995,132.869995,130.570007,132.410004,2898000,129.130757,-3.607,,0.190618,
2015-01-20,131.449997,132.00,129.449997,131.220001,3143700,127.970226,,,,
2015-01-16,129.75,131.020004,129.110001,130.779999,4425600,127.541121,,,,
2015-01-15,130.380005,131.830002,129.699997,130.139999,3902000,126.916972,,,,
2015-01-14,129.029999,131.289993,128.949997,130.380005,3559500,127.151033,1.196,,0.244719,
2015-01-13,132.00,133.910004,130.169998,131.169998,3441700,127.921462,,,,
2015-01-12,132.240005,132.259995,129.949997,130.869995,3552700,127.628889,,,,
2015-01-09,131.589996,132.259995,130.929993,131.539993,3047300,128.282294,,,,
2015-01-08,130.600006,131.990005,130.399994,131.800003,4503400,128.535864,-1.548,,0.097733,
2015-01-07,128.740005,129.970001,128.720001,129.509995,3573200,126.30257,0.337,,0.398683,
2015-01-06,129.050003,129.619995,126.18,127.529999,4992800,124.37161,,,,
2015-01-05,129.660004,129.919998,128.610001,129.050003,5024800,125.85397,,,,
2015-01-02,131.070007,131.839996,129.089996,129.949997,4294200,126.731675,,,,
2014-12-31,132.25,132.300003,129.860001,129.979996,2712400,126.760931,,,,
2014-12-30,132.00,132.279999,131.520004,131.830002,2447700,128.56512,,,,
2014-12-29,131.720001,132.729996,131.169998,132.289993,2718400,129.013719,,,,
2014-12-26,131.289993,131.929993,130.229996,131.630005,2242900,128.370076,,,,
2014-12-24,130.300003,132.330002,130.169998,131.240005,2116900,127.989735,0.217,,0.382045,
2014-12-23,129.039993,130.649994,128.649994,130.029999,4028900,126.809695,-1.693,,0.171533,
2014-12-22,126.730003,128.539993,126.730003,128.220001,3189300,125.044524,,,,
2014-12-19,125.629997,127.419998,125.50,126.230003,7680800,123.10381,,,,
2014-12-18,127.129997,127.349998,124.769997,125.669998,6485900,122.557674,0.347,,0.436007,
2014-12-17,124.279999,125.379997,123.419998,125.059998,6726500,121.962781,0.715,,0.228319,
2014-12-16,125.040001,125.540001,123.910004,124.25,7919900,121.172843,-0.864,,0.197235,
2014-12-15,121.400002,122.879997,120.599998,122.080002,6238800,119.056587,,,,
2014-12-12,122.239998,122.269997,120.580002,120.769997,6661100,117.779025,-1.648,,0.218095,
2014-12-11,125.220001,125.650002,123.00,123.370003,6702100,120.31464,-6.916,,0.069118,
2014-12-10,128.809998,128.979996,124.540001,124.639999,6651700,121.553184,3.335,,0.509343,
2014-12-09,128.559998,129.720001,127.739998,129.660004,3084600,126.448864,,,,
2014-12-08,132.020004,132.070007,129.869995,130.279999,2862400,127.053504,,,,
2014-12-05,131.720001,132.619995,131.529999,132.210007,2580200,128.935714,-0.018,,0.213059,
2014-12-04,131.970001,132.520004,130.919998,131.320007,2785500,128.067756,-2.132,,0.138722,
2014-12-03,132.649994,133.279999,131.429993,131.970001,4627500,128.701652,-1.302,,0.379867,
2014-12-02,132.50,132.960007,131.75,132.279999,2900200,129.003972,-1.303,,0.380266,
2014-12-01,134.309998,134.399994,132.199997,132.389999,3473700,129.111249,,,,
2014-11-28,135.509995,135.779999,134.039993,134.360001,2090000,131.032461,0.535,,0.284947,
2014-11-26,134.949997,135.300003,134.389999,134.779999,2660100,131.442058,,,,
2014-11-25,134.740005,135.600006,134.740005,134.809998,4301600,131.471314,,,,
2014-11-24,133.449997,134.740005,133.440002,134.610001,4161500,131.27627,,,,
2014-11-21,132.720001,133.360001,132.509995,132.779999,4226700,129.491589,3.467,,0.448155,
2014-11-20,130.940002,132.399994,130.710007,131.699997,4052800,128.438335,1.838,,0.439962,
2014-11-19,130.589996,132.740005,130.25,131.610001,5036700,128.350567,,,,
2014-11-18,128.550003,131.330002,128.039993,130.660004,5701200,127.424098,-2.495,,0.154799,
2014-11-17,128.699997,129.169998,127.550003,128.419998,3752900,125.239568,,,,
2014-11-14,128.529999,129.779999,127.849998,128.860001,6235200,125.668673,,,,
2014-11-13,125.739998,128.960007,125.739998,128.529999,5813500,125.346844,1.507,,0.460308,
2014-11-12,124.510002,126.190002,124.470001,125.870003,3074700,122.752725,-1.978,,0.20076,
2014-11-11,124.580002,125.730003,124.449997,125.360001,3053500,122.255354,-3.195,,0.082333,
2014-11-10,124.870003,124.989998,123.800003,124.639999,2622700,121.553184,,,,
2014-11-07,124.93,124.940002,124.169998,124.449997,2366700,121.367887,,,,
2014-11-06,124.480003,124.800003,123.370003,124.580002,2341900,121.494672,0.833,,0.23345,
2014-11-05,126.010002,126.25,124.199997,124.220001,3334000,121.143587,,,,
2014-11-04,125.940002,126.709999,125.260002,125.839996,3684600,122.011538,,,,
2014-11-03,125.349998,126.25,124.889999,126.029999,3902700,122.19576,,,,
2014-10-31,125.029999,125.889999,124.730003,124.910004,4665300,121.109839,,,,
2014-10-30,122.519997,124.120003,122.010002,123.82,2569600,120.052996,,,,
2014-10-29,124.480003,124.480003,122.559998,123.080002,3241700,119.335511,1.464,,0.371991,
2014-10-28,122.50,123.790001,121.959999,123.610001,4159000,119.849386,-1.891,,0.215782,
2014-10-27,122.129997,122.230003,121.260002,122.120003,2940300,118.404719,,,,
2014-10-24,122.199997,122.839996,121.260002,122.239998,4013300,118.521063,-1.471,,0.074417,
2014-10-23,121.269997,122.879997,121.059998,122.029999,7799700,118.317453,0.062,,0.221102,
2014-10-22,127.989998,128.00,121.339996,121.449997,13844400,117.755096,2.289,,0.433396,
2014-10-21,125.209999,127.239998,124.93,127.120003,5204500,123.252602,,,,
2014-10-20,123.389999,124.720001,123.00,124.309998,3676300,120.528087,,,,
2014-10-17,122.050003,123.870003,121.779999,123.239998,4872400,119.49064,2.066,,0.246865,
2014-10-16,118.910004,121.300003,118.389999,120.290001,4492500,116.630391,4.698,,0.45136,
2014-10-15,121.059998,121.120003,116.32,120.190002,7819000,116.533435,,,,
2014-10-14,121.839996,123.370003,120.720001,122.290001,3768200,118.569545,,,,
2014-10-13,122.050003,123.190002,120.260002,120.449997,3878600,116.78552,,,,
2014-10-10,122.870003,123.360001,121.50,121.50,4214200,117.803578,,,,
2014-10-09,124.720001,124.75,122.309998,122.760002,4874700,119.025247,1.15,,0.492305,
2014-10-08,123.470001,125.089996,122.150002,124.980003,3610300,121.177709,-1.599,,0.170932,
2014-10-07,125.519997,125.519997,123.290001,123.32,3554900,119.568208,0.987,,0.471533,
2014-10-06,127.089996,127.190002,125.379997,126.260002,2681000,122.418766,,,,
2014-10-03,124.660004,126.870003,124.660004,126.360001,3075900,122.515722,1.729,,0.371718,
2014-10-02,124.400002,125.550003,123.839996,124.169998,3204500,120.392347,,,,
2014-10-01,127.370003,127.370003,124.309998,124.669998,5265200,120.877135,2.162,,0.438882,
2014-09-30,128.570007,129.389999,127.309998,127.379997,4000200,123.504687,-0.272,,0.155966,
2014-09-29,127.209999,129.529999,127.00,128.770004,3484900,124.852406,,,,
2014-09-26,127.190002,129.00,126.959999,128.690002,2524100,124.774838,0.942,,0.233393,
2014-09-25,128.309998,128.490005,127.010002,127.139999,2913100,123.271991,-2.036,,0.204801,
2014-09-24,127.459999,128.800003,127.230003,128.580002,2891400,124.668184,-1.937,,0.196187,
2014-09-23,128.279999,128.539993,127.029999,127.379997,2963100,123.504687,-1.033,,0.203823,
2014-09-22,129.369995,129.869995,128.460007,128.610001,2890300,124.69727,,,,
2014-09-19,129.270004,129.699997,128.919998,129.350006,5635700,125.414762,,,,
2014-09-18,128.00,128.899994,128.00,128.580002,2721800,124.668184,3.315,,0.455223,
2014-09-17,128.25,128.380005,127.199997,127.760002,3135300,123.873131,2.19,,0.422305,
2014-09-16,126.199997,127.699997,125.720001,127.32,3377500,123.446515,0.284,,0.430933,
2014-09-15,126.919998,126.949997,125.690002,126.309998,3261700,122.46724,,,,
2014-09-12,127.489998,127.559998,126.610001,126.949997,3107300,123.087769,-2.045,,0.248644,
2014-09-11,127.82,127.989998,127.199997,127.639999,1988200,123.756779,0.533,,0.25318,
2014-09-10,128.470001,128.470001,127.480003,128.220001,3068200,124.319135,,,,
2014-09-09,127.809998,128.679993,127.620003,128.210007,4866400,124.309445,-2.861,,0.082693,
2014-09-08,125.900002,128.25,125.900002,127.980003,6103500,124.086439,1.018,,0.210998,
