Date,Open,High,Low,Close,Volume,Adj Close,predict_news_word,predict_twitter_word,bias_news_word,bias_twitter_word
2015-11-04,123.129997,123.82,121.620003,122.00,44343500,122.00,2.248,-2.509,0.643267,3.332449
2015-11-03,120.790001,123.489998,120.699997,122.57,45331000,122.57,1.697,-0.54,0.944696,1.333391
2015-11-02,119.870003,121.360001,119.610001,121.18,31761300,121.18,,0.692,,0.648173
2015-10-30,120.989998,121.220001,119.449997,119.50,48812000,119.50,,2.194,,0.519566
2015-10-29,118.699997,120.690002,118.269997,120.529999,50240800,120.529999,0.348,-1.24,0.566998,1.617529
2015-10-28,116.93,119.300003,116.059998,119.269997,85023300,119.269997,0.743,0.116,0.547399,1.193458
2015-10-27,115.400002,116.540001,113.989998,114.550003,57953600,114.550003,-2.047,-1.934,0.550303,1.275917
2015-10-26,118.080002,118.129997,114.919998,115.279999,66019500,115.279999,,2.148,,-0.528527
2015-10-23,116.699997,119.230003,116.330002,119.080002,59139600,119.080002,0.986,0.589,0.627769,1.277273
2015-10-22,114.330002,115.50,114.099998,115.50,41272700,115.50,-2.253,-1.584,0.546769,0.974873
2015-10-21,114.00,115.580002,113.699997,113.760002,41795200,113.760002,0.227,-0.088,0.810192,0.66893
2015-10-20,111.339996,114.169998,110.82,113.769997,48778800,113.769997,1.443,0.599,0.473622,0.615731
2015-10-19,110.800003,111.75,110.110001,111.730003,29606100,111.730003,,1.339,,0.818938
2015-10-16,111.779999,112.00,110.529999,111.040001,38236300,111.040001,,0.714,,1.651818
2015-10-15,110.93,112.099998,110.489998,111.860001,37341000,111.860001,,1.992,,1.654472
2015-10-14,111.290001,111.519997,109.559998,110.209999,44325600,110.209999,,-0.339,,1.849581
2015-10-13,110.82,112.449997,110.68,111.790001,32424000,111.790001,-0.202,0.149,0.311948,1.175715
2015-10-12,112.730003,112.75,111.440002,111.599998,30114400,111.599998,,1.09,,1.688588
2015-10-09,110.00,112.279999,109.489998,112.120003,52533800,112.120003,-5.643,-1.115,0.089024,2.171766
2015-10-08,110.190002,110.190002,108.209999,109.50,61698500,109.50,,-1.171,,1.29262
2015-10-07,111.739998,111.769997,109.410004,110.779999,46602600,110.779999,-0.115,-1.046,0.56302,3.310526
2015-10-06,110.629997,111.739998,109.769997,111.309998,48196800,111.309998,0.023,1.923,0.869859,0.46393
2015-10-05,109.879997,111.370003,109.07,110.779999,51723100,110.779999,,,,
2015-10-02,108.010002,111.010002,107.550003,110.379997,57560400,110.379997,1.437,-1.901,0.902249,1.575422
2015-10-01,109.07,109.620003,107.309998,109.580002,63748000,109.580002,-3.059,-0.821,0.351979,2.083345
2015-09-30,110.169998,111.540001,108.730003,110.300003,66105000,110.300003,,-0.76,,1.098295
2015-09-29,112.830002,113.510002,107.860001,109.059998,73135900,109.059998,-1.687,-2.504,0.133874,1.042849
2015-09-28,113.849998,114.57,112.440002,112.440002,51723900,112.440002,,2.439,,18.290876
2015-09-25,116.440002,116.690002,114.019997,114.709999,55842200,114.709999,,-0.736,,1.466639
2015-09-24,113.25,115.50,112.370003,115.00,49810600,115.00,-0.134,0.956,0.620893,0.541207
2015-09-23,113.629997,114.720001,113.300003,114.32,35645700,114.32,0.89,-0.744,0.819353,0.943047
2015-09-22,113.379997,114.18,112.519997,113.400002,49809000,113.400002,1.553,-2.038,0.83659,1.263254
2015-09-21,113.669998,115.370003,113.660004,115.209999,46554300,115.209999,0.232,0.643,0.541301,1.118196
2015-09-18,112.209999,114.300003,111.870003,113.449997,73419000,113.449997,1.164,2.342,0.593419,1.140478
2015-09-17,115.660004,116.489998,113.720001,113.919998,63462700,113.919998,,-0.898,,0.88856
2015-09-16,116.25,116.540001,115.440002,116.410004,36910000,116.410004,,-1.188,,1.903281
2015-09-15,115.93,116.529999,114.419998,116.279999,43004100,116.279999,-0.685,-0.694,0.608459,1.257842
2015-09-14,116.580002,116.889999,114.860001,115.309998,58201900,115.309998,-0.009,-0.74,0.45503,1.16195
2015-09-11,111.790001,114.209999,111.760002,114.209999,49441800,114.209999,0.411,-1.998,0.555842,1.173174
2015-09-10,110.269997,113.279999,109.900002,112.57,62675200,112.57,-2.261,-1.135,0.460813,-0.435666
