Date,Open,High,Low,Close,Volume,Adj Close,predict_news_word,predict_twitter_word,bias_news_word,bias_twitter_word
2015-11-04,86.769997,87.080002,85.699997,85.980003,14141500,85.980003,-0.189,0.09,-0.030765,0.403846
2015-11-03,85.660004,87.440002,85.580002,86.849998,19968700,86.849998,-0.236,0.343,-0.034517,0.374406
2015-11-02,82.300003,85.93,82.089996,85.279999,21100900,85.279999,,-0.346,,-0.063972
2015-10-30,82.470001,83.879997,81.260002,82.739998,18664000,82.739998,,0.248,,-0.078308
2015-10-29,81.790001,83.220001,81.790001,82.230003,10161300,82.230003,,0.506,,-0.416372
2015-10-28,81.309998,82.580002,80.93,82.279999,12229700,82.279999,,0.122,,0.375789
2015-10-27,80.57,81.160004,79.730003,81.089996,13444400,81.089996,0.868,0.797,-0.024373,1.024902
2015-10-26,82.519997,82.730003,81.169998,81.220001,12064000,81.220001,,1.057,,-0.009967
2015-10-23,82.410004,83.00,81.889999,82.980003,12969000,82.980003,,1.129,,-0.099239
2015-10-22,80.68,82.959999,80.660004,82.889999,14597100,82.889999,,0.863,,-0.141487
2015-10-21,80.860001,81.150002,80.110001,80.209999,10274900,80.209999,,-0.121,,-0.120291
2015-10-20,80.550003,81.059998,80.199997,80.830002,12312400,80.830002,0.911,-0.074,-0.025359,-0.311278
2015-10-19,82.010002,82.169998,80.760002,80.989998,13787800,80.989998,,0.153,,-1.121316
2015-10-16,82.260002,82.50,81.449997,82.480003,13251200,82.480003,-0.523,0.085,-0.030345,-0.115352
2015-10-15,80.190002,81.529999,79.900002,81.480003,13560800,81.480003,,0.474,,-0.722165
2015-10-14,78.970001,80.480003,78.779999,80.160004,14247800,80.160004,,1.971,,-0.063247
2015-10-13,78.720001,79.550003,78.489998,79.160004,12246200,79.160004,,0.371,,-0.026659
2015-10-12,79.589996,79.589996,78.720001,79.300003,9824900,79.300003,,0.021,,-0.075421
2015-10-09,80.050003,80.169998,78.620003,79.260002,17292400,79.260002,-2.419,1.088,-0.034261,-0.111482
2015-10-08,79.309998,80.110001,78.540001,80.029999,13961600,80.029999,,0.534,,-0.065752
2015-10-07,78.970001,79.290001,77.529999,79.199997,18666300,79.199997,,3.054,,0.82979
2015-10-06,76.959999,78.559998,76.260002,77.889999,18576600,77.889999,,1.767,,0.096848
2015-10-05,76.650002,77.150002,75.790001,76.809998,18367300,76.809998,,,,
2015-10-02,73.389999,75.900002,73.029999,75.879997,18423700,75.879997,0.577,0.349,-0.022801,-0.164423
2015-10-01,75.199997,75.580002,73.300003,74.059998,14274900,74.059998,,0.706,,-0.136822
2015-09-30,73.400002,74.349998,73.330002,74.349998,17981800,74.349998,,0.591,,0.048082
2015-09-29,72.650002,73.190002,72.139999,72.970001,13746200,72.970001,,0.028,,-0.013782
2015-09-28,72.620003,73.459999,72.400002,72.599998,14487400,72.599998,,-0.331,,-0.270621
2015-09-25,73.290001,73.529999,72.760002,73.230003,14889600,73.230003,,1.539,,-0.154106
2015-09-24,72.00,73.150002,71.720001,72.730003,14283800,72.730003,,0.837,,0.010624
2015-09-23,72.870003,73.199997,72.290001,72.300003,13777500,72.300003,,-0.312,,-0.125522
2015-09-22,72.349998,73.519997,72.019997,72.739998,14104200,72.739998,,-0.149,,0.021697
2015-09-21,73.099998,73.610001,72.730003,73.389999,10585500,73.389999,,1.711,,0.058346
2015-09-18,73.260002,73.559998,72.120003,72.68,22691000,72.68,,-1.254,,-0.009393
2015-09-17,74.410004,75.470001,73.849998,74.459999,15367500,74.459999,,0.397,,-0.277604
2015-09-16,73.510002,74.699997,73.370003,74.300003,15158600,74.300003,,2.113,,-0.100004
2015-09-15,72.440002,73.309998,72.410004,72.860001,11887500,72.860001,,1.269,,0.02551
2015-09-14,72.309998,72.580002,71.760002,72.489998,10677300,72.489998,,-0.714,,-0.847497
2015-09-11,72.400002,72.720001,72.010002,72.690002,12131900,72.690002,,-0.037,,-0.518912
2015-09-10,72.809998,72.980003,71.800003,72.519997,12310300,72.519997,,0.332,,-0.10908
2015-09-09,74.370003,74.68,71.849998,72.00,17108900,72.00,-0.913,-1.104,-0.028631,-0.106661
2015-09-08,73.720001,73.720001,72.970001,73.50,13373400,73.50,,3.328,,0.108802
2015-09-04,72.93,73.139999,72.25,72.459999,14895900,72.459999,-1.206,-1.129,-0.037624,-0.813125
2015-09-03,73.639999,74.910004,73.339996,73.790001,13430500,73.790001,,1.396,,-0.101798
2015-09-02,73.059998,73.239998,72.00,73.230003,16923200,73.230003,1.134,0.79,-0.01976,0.079383
2015-09-01,73.300003,73.349998,71.510002,72.080002,23944000,72.080002,,-0.766,,-0.116417
2015-08-31,74.279999,75.550003,73.300003,75.239998,19471700,75.239998,,0.474,,0.40711
2015-08-28,74.709999,75.980003,74.410004,75.07,18979200,75.07,,,,
2015-08-27,73.800003,74.889999,73.010002,74.849998,24192200,74.849998,,2.27,,0.516965
2015-08-26,70.629997,72.75,69.150002,72.50,34301700,72.50,,2.253,,-0.352593
2015-08-25,71.309998,71.440002,68.199997,68.709999,30409700,68.709999,0.428,0.537,-0.021672,0.297839
2015-08-24,67.989998,71.379997,66.550003,68.720001,35531200,68.720001,,-0.298,,-0.384446
2015-08-21,74.099998,74.889999,72.07,72.129997,25488800,72.129997,,-1.008,,-0.009438
2015-08-20,76.00,76.18,74.57,74.57,17772700,74.57,,-0.57,,-0.764371
2015-08-19,77.510002,77.580002,75.93,76.230003,16843100,76.230003,,-0.708,,-0.371948
2015-08-18,78.529999,78.669998,77.580002,77.900002,9801600,77.900002,,-0.588,,-0.120024
2015-08-17,77.93,79.18,77.449997,78.769997,9357800,78.769997,,0.436,,0.191534
2015-08-14,78.639999,79.279999,78.25,78.360001,9129300,78.360001,,0.16,,0.062488
2015-08-13,78.32,79.290001,78.269997,78.650002,13154100,78.650002,,0.221,,-0.597918
2015-08-12,77.440002,78.870003,76.959999,78.790001,16492400,78.790001,,1.693,,-0.145044
2015-08-11,77.010002,78.07,76.330002,77.489998,14486400,77.489998,,-0.713,,-0.158251
2015-08-10,77.089996,78.75,77.089996,78.75,14876000,78.020001,,4.038,,-0.084662
2015-08-07,77.550003,77.970001,76.620003,76.830002,12187600,76.117801,,,,
2015-08-06,76.940002,78.260002,76.910004,78.089996,13005200,77.366115,0.551,,-0.024111,
2015-08-05,77.870003,78.230003,76.900002,77.169998,16544400,76.454645,,,,
