$1,-0.144033,0.167586,0.250151,-0.413538,-0.00765929,0.0511116,0.286291,-0.162381,-0.155976,0.137617,-0.299594,0.21846,0.0398918,-0.105259,0.308528,-0.252296,0.0861752,0.279846,-0.0084135,-0.158746,0.0458344,-0.115351,0.234242,0.0716819,0.0456055,0.198359,-0.299688,-0.0408739,-0.358579,0.191928,0.108461,-0.327693,0.1516,-0.047333,0.0578087,-0.301042,0.361369,0.191016,-0.0511334,-0.232205,-0.328799,-0.00454454,0.275387,-0.267094,-0.0512815,-0.0724214,0.0601644,0.217001,0.311801,0.114432
$1.1,-0.0839155,-0.383518,0.122843,-0.159212,0.200534,-0.164411,-0.29404,-0.124479,0.134219,0.0854305,-0.253426,-0.0501325,0.00982455,-0.125378,0.175502,0.256632,0.204793,0.0916427,0.276656,-0.039021,-0.275036,0.0721098,0.0249569,-0.115765,-0.197531,-0.296074,0.295819,0.0212617,0.177022,-0.0504646,-0.114552,0.00971194,0.137462,0.2268,-0.281946,-0.114242,0.0454232,-0.150422,0.0910102,0.160019,0.000793935,0.160294,-0.0872288,-0.0679966,-0.14137,0.0106585,0.148196,0.137156,0.0288919,-0.0536042
$1.5,0.2495,-0.185834,-0.0249319,0.161606,0.0602812,-0.107261,0.114945,-0.115392,0.00833407,-0.30776,0.275585,0.2253,0.0537675,0.18475,-0.0883046,-0.197284,0.190166,0.178241,0.171347,-0.305359,0.135088,0.246571,-0.0278308,0.245769,-0.31887,0.333433,0.290409,-0.0815214,-0.0879124,0.142375,-0.0227852,0.0517663,-0.0786463,0.118505,0.0416117,0.335795,0.161792,0.0561525,-0.206873,0.132979,-0.22954,0.00545523,-0.251186,-0.144221,0.117732,0.260416,-0.123359,0.144664,-0.190044,0.2936
$1.6,-0.118039,0.192945,0.0293308,-0.0382139,0.160633,-0.209399,-0.249473,-0.0333497,-0.24874,-0.238502,0.190932,0.260466,-0.151183,-0.188024,0.368102,0.106326,-0.22574,0.370299,-0.309458,0.0101114,-0.0700105,-0.223632,0.0806544,-0.416392,0.0885762,0.321262,0.118438,-0.0322683,0.103904,0.190216,0.154035,0.0651755,0.0568612,-0.151511,-0.0989615,-0.276056,0.390341,-0.279663,0.341428,0.202253,0.296743,0.0202986,0.34518,0.00108516,0.110953,0.272845,-0.185374,0.138332,0.165226,-0.0344467
$10,0.222906,0.237116,-0.104239,0.0884702,0.120797,-0.153846,-0.0624007,-0.108399,-0.131954,0.113703,-0.275115,0.0065979,-0.0947328,-0.256375,0.262162,-0.0459886,0.341347,0.189826,-0.100584,0.396783,-0.239752,0.188606,0.317932,0.0222641,-0.35927,-0.345303,0.522096,0.0188926,-0.160983,-0.152515,0.325632,0.0788801,-0.153727,0.0350522,-0.0875666,0.222475,-0.195512,0.323021,0.226645,0.279588,0.0388424,-0.107611,-0.157476,-0.254631,0.205139,-0.310958,0.00464313,-0.173785,0.140436,-0.189504
$100,0.246835,-0.160394,0.169764,-0.0883193,-0.272794,0.113887,0.336304,0.0945668,0.0678544,-0.057376,0.102938,-0.218099,0.251821,-0.126851,0.178077,-0.0651407,0.099202,-0.00128534,-0.249957,-0.193134,-0.189795,0.169532,0.293103,-0.219126,0.0413362,0.290796,0.161176,0.0498344,-0.271822,-0.0282457,0.204959,-0.0317485,0.113609,0.268156,0.223897,0.0546394,0.175347,-0.294931,0.36134,0.238854,-0.347458,-0.140283,0.234985,0.0891602,0.253063,-0.0108855,0.313669,0.153772,0.197099,0.117555
"$100,000",-0.23399,-0.269687,-0.305377,0.35766,0.136813,-0.374188,0.246302,0.304344,0.311073,0.246178,0.332635,0.118281,0.0124246,-0.00176403,0.211276,0.153842,0.0959236,-0.150301,-0.237424,0.109125,-0.0805458,0.0563339,-0.15107,0.0595925,0.103905,-0.306829,0.0241726,0.093096,0.178268,-0.033334,0.155493,-0.353516,-0.289429,-0.0375534,0.118236,0.168499,0.0318845,0.0982178,0.216482,0.127492,0.000847764,-0.116032,0.19904,-0.268184,-0.234207,0.162159,0.244208,0.221957,-0.0525837,0.325602
$11,-0.0453437,0.291085,-0.157575,-0.271003,-0.169664,0.189892,-0.234271,0.339869,-0.211629,0.0809358,-0.265632,-0.320001,0.0162981,0.22475,0.0015326,0.209395,-0.385778,-0.0639884,0.126677,-0.32813,0.32554,0.246077,-0.121038,-0.186313,0.271794,0.227815,-0.407728,-0.0762982,0.104519,-0.010992,0.31791,0.0149033,0.117051,-0.165935,0.0416673,-0.181174,-0.1883,-0.209269,0.0985225,0.261762,-0.0717505,0.249508,-0.0332586,-0.247187,-0.214629,0.178428,0.0791299,-0.0740397,-0.133946,0.258058
$12,-0.198532,-0.242017,-0.296676,-0.017567,0.109407,-0.217779,-0.115164,-0.292082,0.28479,-0.239914,0.0934477,-0.307923,0.354334,0.292222,0.0377038,-0.0107358,0.187778,0.260507,0.011762,-0.218574,0.202428,-0.102313,-0.172747,-0.203955,0.358999,0.221381,-0.0497402,0.292967,-0.193744,0.0487119,0.32717,0.305237,0.0480742,-0.0458153,-0.132384,0.291117,0.238667,-0.0530533,0.259857,0.0133341,-0.122711,-0.172597,0.214633,-0.122196,0.233268,0.271734,-0.0405671,0.1114,0.247847,0.116295
$16,0.329613,-0.0224873,0.318722,-0.0712489,-0.313849,-0.0588508,-0.289923,0.2944,-0.131591,-0.275894,-0.149045,0.243764,-0.0457154,0.139839,0.334752,-0.309338,0.258087,-0.331925,0.207597,-0.329175,-0.131582,0.065425,-0.00275256,-0.251818,0.108696,-0.213977,-0.0354425,-0.109918,-0.00153519,-0.0333518,0.0216499,0.116501,-0.15744,0.192536,0.231931,-0.0507239,-0.274411,-0.0659257,0.286008,-0.0771124,0.294423,-0.0475792,-0.0437049,0.294457,0.246449,-0.102591,0.101974,0.00632197,0.145311,0.0186127
$2,-0.310017,-0.241905,-0.004815,0.318464,-0.328385,0.304036,-0.184118,0.348818,0.329021,-0.220436,-0.176308,-0.0282162,0.115894,-0.085535,0.320349,0.155816,0.114707,0.226842,-0.00308156,0.121448,0.187616,-0.370762,-0.134043,0.0373366,0.15476,-0.0832093,-0.122646,0.057365,0.150841,0.0780239,-0.0137802,-0.29772,0.0667992,-0.365797,-0.131857,-0.261081,-0.133854,0.142415,-0.0513669,-0.173794,0.304917,-0.048525,0.0186587,0.28913,0.173753,-0.206315,-0.199547,-0.14309,-0.254464,-0.138676
$20,0.19985,0.248104,-0.20567,0.149751,0.146904,0.303044,0.374648,-0.441755,0.317002,0.349142,0.277215,-0.198291,0.217363,0.310236,-0.399516,0.287021,0.157279,0.121368,0.136506,0.0809944,-0.375471,0.02141,-0.0931087,0.239679,0.0431128,-0.0878976,0.234715,-0.283554,0.258557,-0.286477,0.261848,0.22572,-0.271608,0.275569,0.0757959,0.163708,-0.15548,0.24681,-0.00205556,-0.253025,0.356146,-0.0929656,-0.0928062,0.0635506,-0.117357,-0.0849155,-0.20637,0.0531282,-0.0140442,0.279826
