$1,-0.269562,0.0226095,-0.268835,-0.0642594,0.217641,0.166747,-0.146031,0.000962549,0.0866259,-0.145563,0.256016,0.102521,-0.00653945,0.188035,0.283857,0.322397,0.266246,0.144841,0.319278,-0.0884517,0.18647,0.147917,0.0638224,0.209154,-0.25986,-0.330044,-0.137159,-0.155659,-0.00234192,-0.212676,-0.108786,-0.094819,0.0493515,0.305065,-0.187184,-0.120863,-0.0487049,-0.1931,0.0646777,0.0547332,0.323941,-0.0158134,-0.0464649,-0.100176,-0.13814,0.0274183,-0.114108,0.278497,-0.0364873,-0.106013
"$1,200",0.119748,0.30293,-0.234279,0.238669,0.0455721,0.0125489,-0.156603,-0.0390825,-0.271873,0.178926,-0.00890796,0.0836003,0.262373,0.169573,0.144841,0.276834,0.330661,0.270774,-0.346882,0.102462,0.311222,0.144447,0.0956451,0.0745781,-0.312837,0.314511,-0.090486,0.110439,0.129145,0.190525,-0.181551,-0.0940939,-0.325931,-0.225095,0.199541,-0.0511794,-0.334823,-0.0461383,0.0853522,0.0765477,-0.0569997,0.0370778,0.18781,-0.147434,0.0648323,-0.0335771,0.213937,0.0327101,-0.209947,-0.211547
$1.1,0.334625,-0.310454,-0.0186574,0.0660701,-0.0324326,0.206626,-0.220937,-0.12137,-0.197294,0.0788037,0.0847284,-0.15436,0.18732,-0.276751,-0.123847,0.13756,0.167178,0.314041,-0.256747,0.0750271,0.198169,0.016099,0.152569,0.00750087,-0.0315994,-0.23753,-0.271894,0.0846428,-0.215776,0.121147,-0.0890005,-0.117357,0.274545,-0.111395,0.200099,-0.14134,-0.175929,0.159992,0.014557,0.124124,0.136262,-0.145607,0.0998353,-0.206279,0.202134,0.144657,-0.0430801,0.235183,0.306202,-0.0251875
$1.7,-0.304343,0.0100011,0.174374,0.0363785,0.110187,0.0817171,-0.271015,0.270794,0.16027,0.315406,0.00219669,-0.298583,-0.100384,0.0938141,-0.293821,-0.200151,-0.20144,0.247998,0.0183689,-0.290276,0.356917,-0.179079,-0.284568,0.154955,0.0614229,0.0921749,-0.134784,0.298569,0.262319,0.00904342,0.0772462,0.0461783,0.101705,-0.120259,-0.275117,0.289411,-0.0464047,-0.0590852,-0.0413913,-0.135185,-0.00874745,-0.27909,0.155182,0.0879362,0.243635,-0.140052,-0.0412789,-0.137089,-0.0443174,0.227735
$1.8,0.0684732,0.0780169,0.234796,-0.00227518,-0.259622,0.0692007,-0.0582375,-0.228818,0.12083,-0.0950137,-0.0682096,0.169975,0.282862,-0.0138139,-0.200565,0.257446,-0.189937,0.0694858,-0.341623,0.186208,-0.340307,0.00168558,0.195831,-0.291203,0.204818,0.0287701,0.0913,-0.24998,-0.143117,-0.27537,-0.253155,-0.185225,-0.0122303,0.103653,0.150967,-0.243715,0.0844698,0.0300843,-0.0584347,-0.0417239,0.18819,0.255293,0.103273,-0.140552,0.350037,-0.0495854,-0.159841,0.193686,-0.279691,0.311152
$10,-0.0264154,-0.0878563,-0.158648,-0.0313157,-0.24531,0.277493,-0.271102,-0.240039,-0.373641,0.141661,-0.125802,-0.251786,0.148366,0.0230822,-0.113701,-0.0873883,0.00377177,-0.264588,0.28438,0.133255,0.198848,0.144258,0.23745,0.153235,-0.0955957,-0.242533,0.109312,0.0605435,0.332645,0.302233,0.0959879,-0.0995963,0.204026,-0.00682832,0.0235599,-0.261755,0.120105,0.256223,-0.150618,0.0610145,-0.0511411,-0.167715,0.313499,-0.0110783,0.191559,0.101433,-0.329142,-0.256027,0.0328907,-0.25669
$100,-0.113713,-0.0912888,-0.0134595,-0.176148,-0.258568,-0.0541403,-0.142647,0.0537771,-0.0666579,-0.131603,0.265401,-0.178684,0.207803,0.215832,-0.160232,-0.00256564,-0.0801499,-0.210211,-0.117992,0.0437552,0.0950605,0.026428,0.272665,-0.147636,0.306134,0.000327061,-0.114854,-0.259764,-0.0930587,0.166367,0.204577,-0.195359,0.15425,0.174891,-0.194984,-0.402797,-0.223284,0.117793,-0.0344614,-0.297693,-0.0414045,-0.0642002,-0.0726886,-0.240463,0.187931,0.195126,0.000547164,0.142355,0.15439,0.224618
$110,0.265074,0.262478,0.273524,0.212716,-0.168527,0.29684,0.246291,0.0741586,0.0820916,-0.0918394,0.00688961,0.15679,-0.164315,0.239874,-0.077468,0.195203,-0.197671,-0.0717401,0.0927955,-0.338366,-0.110128,-0.176945,0.245086,0.0512248,0.173379,0.0930147,-0.140597,0.146433,-0.312724,-0.153806,-0.0696811,-0.0527224,0.0124094,-0.0494665,0.0261242,-0.0220008,0.150069,0.264756,0.127915,0.287059,0.0425295,0.23456,0.134617,4.47133e-05,0.137196,-0.0236681,-0.0653972,0.177474,0.0657616,-0.279422
$12,-0.102755,0.0240163,0.222674,-0.305125,0.323095,0.0865345,-0.324109,-0.0820832,-0.317122,0.256747,-0.0687343,0.294886,-0.045435,-0.343418,-0.0439486,0.122134,-0.311788,-0.279058,-0.0949488,0.228388,0.202516,-0.173051,0.17261,0.00723038,-0.119528,-0.128899,0.0898612,-0.0685524,-0.103415,-0.247033,0.216171,0.0469788,-0.127487,-0.105326,0.0648334,-0.127172,-0.0182958,-0.230131,-0.0944006,0.0748755,0.264584,-0.294334,0.268233,0.0929615,0.228819,0.0801194,0.0522406,0.172021,-0.334799,-0.228366
$14,-0.205847,0.0595682,-0.338919,-0.180526,0.328077,-0.167845,-0.336715,-0.255383,-0.291282,0.182983,0.0226496,-0.0192095,-0.26888,-0.356133,-0.230217,-0.0607656,-0.0118761,-0.30798,-0.298031,-0.012697,0.162163,0.0295208,-0.27974,-0.225097,0.0746189,-0.309182,-0.0253126,0.14187,0.156408,0.196854,0.293054,-0.279476,0.245846,-0.0469343,-0.227773,0.272914,-0.22429,0.0232147,-0.277013,-0.113169,0.00536001,-0.283715,-0.0863834,-0.154817,-0.0990996,0.106599,-0.0233465,-0.331825,0.285142,-0.339252
